file_path,labels
/content/drive/My Drive/iMaterialist2000/53ba1fd4c765a50e5dad0478-large.jpg,Party Dresses;Female;Sweetheart Neckline;Sleeveless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/597836f9799e43706a07187b-large.jpg,Leggings;Female;Spandex
/content/drive/My Drive/iMaterialist2000/59f2f07486ac5b054b5aa67f-large.jpg,Cocktail Dresses;Female;Lace;Round Neck;Floral;Long Sleeved;Embroidered
/content/drive/My Drive/iMaterialist2000/593965fdb12dc03bed468389-large.jpg,Dresses;Black;Female;Leather
/content/drive/My Drive/iMaterialist2000/548121d13a0fdb0f2b7ef5c1-large.jpg,Corsets;Female;Satin;Sweetheart Neckline
/content/drive/My Drive/iMaterialist2000/58d4b23935787a59dd0acc4c-large.jpg,Blouses;Blue;Black;Red;Female;Off The Shoulder;Long Sleeved;Vintage Retro
/content/drive/My Drive/iMaterialist2000/559e8e3f03ffd30c52e01ac5-large.jpg,Blouses;Blue;Pink;Yellow;Female;Round Neck;Puff Sleeves;Summer
/content/drive/My Drive/iMaterialist2000/5381f687dde6d04576446a74-large.jpg,Blouses;Black;Female;Lace;V-Necks;Sleeveless;Criss Cross
/content/drive/My Drive/iMaterialist2000/5707727cfda6256aa614df91-large.jpg,Wedding Dresses;Female;Sweetheart Neckline;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/58cc97f534325a54026dec1a-large.jpg,Jumpsuits Overalls & Rompers;Blue;Black;Male;Denim;Ripped
/content/drive/My Drive/iMaterialist2000/546d95741280fa406076da08-large.jpg,Jackets;Blue;Black;White;Yellow;Female;Cotton;Round Neck;Floral;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/5a27cd566cecb94d92dccbd5-large.jpg,T-Shirts;Neutral;Round Neck;Short Sleeves;Embroidered
/content/drive/My Drive/iMaterialist2000/56987000d3d4007dd1136c03-large.jpg,Party Dresses;Female;V-Necks;Sleeveless;Pleated
/content/drive/My Drive/iMaterialist2000/561ef35f61d6cf3fd9fa2a1d-large.jpg,Casual Dresses;Female;Polyester;Round Neck;Sleeveless;Pleated
/content/drive/My Drive/iMaterialist2000/57fb09555b4ae31bc9ef5c7d-large.jpg,Bubble Coats;Blue;Green;Black;Red;Female;Silk;Turtlenecks;Quilted;Long Sleeved
/content/drive/My Drive/iMaterialist2000/57cfd73bfad3332507f7ee26-large.jpg,Vests;Yellow;Neutral;Sleeveless
/content/drive/My Drive/iMaterialist2000/5379d98d2649921d48030ad4-large.jpg,Dresses;Female;Round Neck;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/535f8f6e5b7bf7572a435e88-large.jpg,Casual Pants;Male
/content/drive/My Drive/iMaterialist2000/5965fc0767b43d3338a85295-large.jpg,Blue;Pink;Female;Backless Dresses;Stripes;Long Sleeved
/content/drive/My Drive/iMaterialist2000/54a4ed7e3b64454816a72cab-large.jpg,Female;Collared;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/53c62fb74497c563c3452650-large.jpg,Dresses;Black;Female;Round Neck;Short Sleeves;Hollow-Out
/content/drive/My Drive/iMaterialist2000/5692e7e69fc421468ae5b11b-large.jpg,Dresses;Neutral;Spandex;Polyester;Round Neck;Long Sleeved;Summer
/content/drive/My Drive/iMaterialist2000/5948ed142c5927610b6dfc8f-large.jpg,Dress Shirts;Blue;Red;Male;Denim;Collared;Long Sleeved
/content/drive/My Drive/iMaterialist2000/553f257a70f7aa0c146b7e53-large.jpg,Harem Pants;Female
/content/drive/My Drive/iMaterialist2000/5462d6a48edcfa6019333c40-large.jpg,Batwing Tops;Gray;Female;Round Neck;Ruched;Long Sleeved;Tunic
/content/drive/My Drive/iMaterialist2000/5388408cb9ee844fd7bbc5bc-large.jpg,Hoodies & Sweatshirts;Male;Round Neck;Printed
/content/drive/My Drive/iMaterialist2000/5399475d89721b05f73161e3-large.jpg,Blouses;Blue;Pink;Female;Chiffon;Lace;V-Necks;Floral;Long Sleeved
/content/drive/My Drive/iMaterialist2000/5826a6c3caf984250b44f138-large.jpg,Drawstring Pants;Female;Shoulder Drapes;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/576cd22547751c01398f4fb1-large.jpg,Blouses;Female;Cotton;Round Neck;Stripes;Long Sleeved
/content/drive/My Drive/iMaterialist2000/53590ae734067e7b1355ed97-large.jpg,Leggings;Female;Spandex;Galaxy;Printed
/content/drive/My Drive/iMaterialist2000/58f96846ffaf4249a27adcb2-large.jpg,Dresses;Black;Female;Round Neck;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/51e5f4ca7d41a226afc0e88f-large.jpg,Wedding Dresses;Female;Sweetheart Neckline;Ruched;Sleeveless;Asymmetric
/content/drive/My Drive/iMaterialist2000/568a539d2fab072a21ddccda-large.jpg,Casual Pants;Female
/content/drive/My Drive/iMaterialist2000/589979a7e0a39a2beeea3e95-large.jpg,White;Female;Round Neck;Short Sleeves;Printed
/content/drive/My Drive/iMaterialist2000/59dd520bafec1a02a4504073-large.jpg,Maternity;Female;Cotton;U-Necks
/content/drive/My Drive/iMaterialist2000/5377568e43d2471a54106302-large.jpg,Clubbing Dresses;Female;Polyester;V-Necks;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/5161126e01178c1cfe784d43-large.jpg,Peacoats;Female;Turtlenecks;Long Sleeved
/content/drive/My Drive/iMaterialist2000/5594d15145e90e405a54e365-large.jpg,Jerseys;Green;Neutral;Polyester;Round Neck;Short Sleeves
/content/drive/My Drive/iMaterialist2000/59e6f82924d0732667009629-large.jpg,Swimsuits;Female;Spandex;Nylon
/content/drive/My Drive/iMaterialist2000/58d5db05901c1054f031c02d-large.jpg,Blue;Gray;Black;Red;Female;Round Neck;Long Sleeved;Pleated
/content/drive/My Drive/iMaterialist2000/56792b1761d6cf2a903ec37c-large.jpg,Dresses;Purple;Female;Lace;V-Necks;Floral;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/58aa17aaf550c55299dcae9f-large.jpg,Nightgowns;Female;Sleeveless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/580c819f65a71b16819c67fd-large.jpg,Trench Coats;Male;Collared;Pleated
/content/drive/My Drive/iMaterialist2000/57300e6302fb305d1656853a-large.jpg,Suits & Blazers;Male;V-Necks;Long Sleeved
/content/drive/My Drive/iMaterialist2000/563ff9201c2e9d1601cc7b3b-large.jpg,Skirts;Black;Female;Round Neck;Sleeveless
/content/drive/My Drive/iMaterialist2000/5642baac9d9bf549ecd928be-large.jpg,Sweatpants;Male;Round Neck;Long Sleeved
/content/drive/My Drive/iMaterialist2000/533b7647ab980a3245968e7d-large.jpg,Nightgowns;Female;Spandex;V-Necks;Sleeveless;Hollow-Out
/content/drive/My Drive/iMaterialist2000/594ae228796a5329f4290715-large.jpg,Gray;Neutral;Collared;Long Sleeved
/content/drive/My Drive/iMaterialist2000/546ee74a9719cd47a6a87e13-large.jpg,Hoodies & Sweatshirts;Male;Cotton;Quilted;Long Sleeved
/content/drive/My Drive/iMaterialist2000/56629be173bd6d7c8cd6f6a8-large.jpg,Bubble Coats;Blue;Green;Pink;Black;White;Red;Female;Faux Fur;Quilted;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/59ca35462ee28914c8a06849-large.jpg,Dress Shirts;Male;Cotton;Collared;Floral;Long Sleeved
/content/drive/My Drive/iMaterialist2000/58ad4a1fd241790e1d8b4aed-large.jpg,Skirts;Black;Female;Velvet;V-Necks;Long Sleeved;Bandage
/content/drive/My Drive/iMaterialist2000/58a4275bd274cb1ecc294239-large.jpg,Leggings;Female;Printed
/content/drive/My Drive/iMaterialist2000/5379cac28b72ac1a2c472d6e-large.jpg,Nightgowns;Female;Lace;Off The Shoulder;Hearts;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/5355d76c796f680d93c28f14-large.jpg,Female;Turtlenecks;Long Sleeved
/content/drive/My Drive/iMaterialist2000/54b616d3c9b6fa1243f61a7e-large.jpg,Wedding Dresses;White;Neutral;Tulle;Organza;Sweetheart Neckline;Sequins;Strapless;Rhinestone Studded
/content/drive/My Drive/iMaterialist2000/55bf1ef33a698c09fa57a46d-large.jpg,T-Shirts;Male;Cotton;Round Neck;Short Sleeves
/content/drive/My Drive/iMaterialist2000/5381c0957179510acf0bef4d-large.jpg,Underwear;Female;Lace;Silk;V-Necks;Floral;Sleeveless;Hollow-Out
/content/drive/My Drive/iMaterialist2000/59b8a89b6f5d4404745b32cc-large.jpg,Lingerie Sleepwear & Underwear;Black;White;Red;Female;Lace;Mesh;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/53a008e438d30418980f59ea-large.jpg,Party Dresses;Blue;Clear;Female;V-Necks;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/55cb270c5e630341ff9afb82-large.jpg,Skinny Jeans;Female;Denim;Ripped;Vintage Retro
/content/drive/My Drive/iMaterialist2000/53e5bbe546188e234cbfc6fd-large.jpg,Skirts;White;Yellow;Female;Polyester;Round Neck;Checkered;Short Sleeves;Bodycon
/content/drive/My Drive/iMaterialist2000/59e958b479287f381481494e-large.jpg,Female
/content/drive/My Drive/iMaterialist2000/557e904b1d788519f0ec321d-large.jpg,Cargo Shorts;Male;Cotton
/content/drive/My Drive/iMaterialist2000/56d0183d88eb737faf541d11-large.jpg,Jeans;Female;Denim;Ripped;Vintage Retro
/content/drive/My Drive/iMaterialist2000/53bab0d446188e74ea5f9250-large.jpg,Costumes & Cosplay;Neutral;V-Necks;Puff Sleeves;Pleated
/content/drive/My Drive/iMaterialist2000/56765e0ea67d822c4c8d26be-large.jpg,Dresses;Neutral;Fleece
/content/drive/My Drive/iMaterialist2000/58c26589f1c3c9110d4ac85f-large.jpg,Kimonos;Neutral;Rayon;Satin;Floral
/content/drive/My Drive/iMaterialist2000/59e020c3ec66126e92e5141b-large.jpg,Blouses;Black;Female;Chiffon;Collared;Polka Dot;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/54ae8cc124db573a5b4767c8-large.jpg,Formal Dresses;Blue;Black;White;Red;Female;Cotton;Spandex;Sweetheart Neckline;Plaid;Long Sleeved;Peplum
/content/drive/My Drive/iMaterialist2000/550936ab0f76150b02a81257-large.jpg,Sheer Tops;Female;Tulle;Round Neck;Mesh;Sleeveless;Embroidered
/content/drive/My Drive/iMaterialist2000/594f3567a6623607239fd78e-large.jpg,Female;Polyester;Racerback;Sleeveless;Summer
/content/drive/My Drive/iMaterialist2000/573f0870495ea45d4670b57e-large.jpg,Casual Dresses;Black;White;Female;V-Necks;Sleeveless;Criss Cross
/content/drive/My Drive/iMaterialist2000/53cd1542ff4d6d4343019f46-large.jpg,Casual Dresses;Blue;Green;Pink;Black;White;Female;Chiffon;Round Neck;Short Sleeves;Bodycon
/content/drive/My Drive/iMaterialist2000/59402633f853ce46ecb57fce-large.jpg,Dresses;Female;Round Neck;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/5799c24a6ca5916d22f85242-large.jpg,Tank Tops;Female;Chiffon;Round Neck;Sleeveless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/55150fc618b2791038a72ba1-large.jpg,Black;White;Female;Faux Fur;V-Necks;Sleeveless;Furry
/content/drive/My Drive/iMaterialist2000/53b5ed3ad0df5b0cbae763c7-large.jpg,Tube Tops;Female;Lace;Sweetheart Neckline;Strapless
/content/drive/My Drive/iMaterialist2000/560b8adbf6ed3d0ef95c0d37-large.jpg,Leggings;Female;Spandex;Polyester;U-Necks;Sleeveless
/content/drive/My Drive/iMaterialist2000/5938ffda634bef6e49abcf5c-large.jpg,Pajamas;Silver;Male;Silk;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/5688d3b75fc8f3466e6f8e1e-large.jpg,Athletic Sets;Female;Round Neck
/content/drive/My Drive/iMaterialist2000/57c8f78be0b9a56d59b698f6-large.jpg,Dresses;Female;V-Necks;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/585749d02aaf704fc143abd7-large.jpg,Leggings;Gray;Red;Female;Spandex
/content/drive/My Drive/iMaterialist2000/5332b29ce620830dede13424-large.jpg,Halter Tops;Female;Ruched;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/58981fb0a1650252f26d55a4-large.jpg,Vests;Black;Red;Neutral;Collared;Sleeveless
/content/drive/My Drive/iMaterialist2000/5602b136848212699d3746be-large.jpg,Boots;Neutral;Bodycon
/content/drive/My Drive/iMaterialist2000/555e7e070bd928209d901ad6-large.jpg,Casual Dresses;Female;Chiffon;Off The Shoulder;Floral;Sleeveless;Summer
/content/drive/My Drive/iMaterialist2000/52376c731c2388443aaceffb-large.jpg,Tank Tops;Pink;Female;Sleeveless;Printed
/content/drive/My Drive/iMaterialist2000/54033de39c4f0b097e19acf4-large.jpg,Bubble Coats;Yellow;Female;Faux Fur;Round Neck;Quilted;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/59d6468a4f74ae35849e9681-large.jpg,Jackets;Blue;Gray;Red;Male;Collared
/content/drive/My Drive/iMaterialist2000/551fafcaadaf775cfd7fc83f-large.jpg,Dresses;Blue;Female;Silk;Polyester;Round Neck;Sleeveless;Printed
/content/drive/My Drive/iMaterialist2000/59390bcb32c94e270fe7b30d-large.jpg,Cargo Shorts;Male
/content/drive/My Drive/iMaterialist2000/59c338f5cd36372ba6dc4548-large.jpg,Gray;Black;White;Female;Knit;Turtlenecks;Long Sleeved;Embroidered
/content/drive/My Drive/iMaterialist2000/56629698ae8c937747c9108b-large.jpg,Casual Shoes;Male;Cotton
/content/drive/My Drive/iMaterialist2000/539293837360460e28972af0-large.jpg,Party Dresses;Black;Red;Female;Sweetheart Neckline;Ruched;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/543169265f313f5c2c04afa5-large.jpg,Dresses;Female;Round Neck;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/537b10b52752e633461e846a-large.jpg,Harem Pants;Black;Red;Male
/content/drive/My Drive/iMaterialist2000/577a2421cb34d33957fba44a-large.jpg,Trousers;Neutral;Camouflage
/content/drive/My Drive/iMaterialist2000/551d7f2926f632104e700adc-large.jpg,Hoodies & Sweatshirts;Neutral;Round Neck;Galaxy;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/56263be1091fc20fa4bdc01f-large.jpg,Hoodies & Sweatshirts;Green;Female;Round Neck;Long Sleeved
/content/drive/My Drive/iMaterialist2000/521c69013deaf730d1bf0083-large.jpg,Dresses;Female;Round Neck;Sleeveless;Summer
/content/drive/My Drive/iMaterialist2000/552cb75e606f134a503a6135-large.jpg,Crop Tops;Gray;Female;Racerback;Sleeveless
/content/drive/My Drive/iMaterialist2000/561b669c37c44731a8434cb3-large.jpg,Jackets;Male;Collared;Long Sleeved
/content/drive/My Drive/iMaterialist2000/5703e7c14dfa415cdee2d296-large.jpg,Blouses;Clear;Female;Lace;Round Neck;Crochet;Long Sleeved;Embroidered
/content/drive/My Drive/iMaterialist2000/55f2810e3d7cb710b092e47a-large.jpg,Dress Shirts;Male;Cotton;Collared;Long Sleeved
/content/drive/My Drive/iMaterialist2000/564599e513b54f17567aeedc-large.jpg,Harem Pants;Neutral;Denim;Vintage Retro
/content/drive/My Drive/iMaterialist2000/539021baee5b8623ca8767fd-large.jpg,Female;Chiffon;Shoulder Drapes;Ruched;Sleeveless;Asymmetric
/content/drive/My Drive/iMaterialist2000/53268cb1ab980a319773685b-large.jpg,Casual Dresses;Female;Chiffon;Off The Shoulder;Sleeveless;Asymmetric
/content/drive/My Drive/iMaterialist2000/51de617f4676d6439f3c6914-large.jpg,Dresses;Female;V-Necks;Ruched;Sleeveless;Rhinestone Studded
/content/drive/My Drive/iMaterialist2000/54b15eb6509baf259c655dd2-large.jpg,Bubble Coats;Male;Turtlenecks;Quilted;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/5215868f1c23884545363477-large.jpg,Blouses;Male;Round Neck;Short Sleeves
/content/drive/My Drive/iMaterialist2000/56a1002a94702511f0493dd5-large.jpg,Swimsuits;Blue;Pink;Red;Female;Spandex;Polyester
/content/drive/My Drive/iMaterialist2000/544df8d62b46bd0f9694fe29-large.jpg,Clubbing Dresses;Black;Female;Spandex;Polyester;Shoulder Drapes;Mesh;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/574511d5bcccb7609018ca06-large.jpg,Baggy Jeans;Black;Male;Denim;Ripped;Embroidered
/content/drive/My Drive/iMaterialist2000/53a3bb74d488b6104398f086-large.jpg,Swimsuits;Female;Spandex;Polyester;V-Necks;Printed
/content/drive/My Drive/iMaterialist2000/56625000c8e6991162a2907b-large.jpg,Casual Dresses;Gray;Black;Red;Female;Polyester;V-Necks;Long Sleeved;Pleated
/content/drive/My Drive/iMaterialist2000/55f12d90830ee51d526a52bd-large.jpg,Athletic Pants;Male;Spandex;Round Neck;Long Sleeved
/content/drive/My Drive/iMaterialist2000/56c1686f9216e871989ddc44-large.jpg,Leggings;Female;Nylon
/content/drive/My Drive/iMaterialist2000/5376741fab980a355008b267-large.jpg,Jackets;Male;Collared;Long Sleeved
/content/drive/My Drive/iMaterialist2000/5604d5a661d6cf7c220fb0ad-large.jpg,Dresses;Female;Round Neck;Houndstooth;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/5360042d0cbe6a0e2f953575-large.jpg,T-Shirts;Black;White;Male;Cotton;Round Neck;Hearts;Short Sleeves;Printed
/content/drive/My Drive/iMaterialist2000/54a2984fd630ed59af79c749-large.jpg,Party Dresses;Female;Round Neck;Sequins;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/596445516fd4297968f4a60a-large.jpg,Yoga Pants;Female;Spandex;Mesh
/content/drive/My Drive/iMaterialist2000/5625b53e6ec9a71fc9ff9260-large.jpg,Casual Pants;Neutral
/content/drive/My Drive/iMaterialist2000/5481a606653d51041dc1284f-large.jpg,Party Dresses;Female;Knit;Turtlenecks;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/54aa41ffd630ed7624c8f67e-large.jpg,Dresses;Black;White;Female;Rayon;Spandex;Round Neck;Long Sleeved;Bandage
/content/drive/My Drive/iMaterialist2000/562d8ed6c3f45b1505bfc310-large.jpg,T-Shirts;Black;White;Female;Cotton;Polyester;V-Necks;Fringe;Short Sleeves
/content/drive/My Drive/iMaterialist2000/5493d47c626ad03aa75709c5-large.jpg,Casual Shorts;Female;Denim
/content/drive/My Drive/iMaterialist2000/57f61a19568b36265bb150bf-large.jpg,Cardigans;Black;Neutral;Knit;Off The Shoulder;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/5523e68eabfde90d93e3f5d1-large.jpg,Tutus;Female;Tulle;Lace;Round Neck;Sleeveless;Summer
/content/drive/My Drive/iMaterialist2000/55c0b12fcb9e3e4228ba2624-large.jpg,Nightgowns;Pink;Black;Female;V-Necks;Sleeveless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/5880a968833c653eea9f0d7d-large.jpg,Thigh Highs;Female;Stripes
/content/drive/My Drive/iMaterialist2000/5355d03d796f680d96c28e71-large.jpg,T-Shirts;Blue;Female;Cotton;Round Neck;Short Sleeves
/content/drive/My Drive/iMaterialist2000/593e069493ef3b42d8e2e28e-large.jpg,Female;Backless Dresses;Long Sleeved
/content/drive/My Drive/iMaterialist2000/526143383deaf760a4e80f2a-large.jpg,T-Shirts;Black;Neutral;Cotton;Round Neck;Short Sleeves;Printed
/content/drive/My Drive/iMaterialist2000/5498dc155c0a25102ca6637e-large.jpg,Corsets;Female;Sweetheart Neckline;Strapless;Vintage Retro
/content/drive/My Drive/iMaterialist2000/5922f5c0f8383a3f125f4b5f-large.jpg,Dresses;Pink;Black;Female;Chiffon;Lace;Round Neck;Mesh;Sleeveless;Bandage
/content/drive/My Drive/iMaterialist2000/58db5e3d5df3ae0e69bbfa5e-large.jpg,T-Shirts;Male;Round Neck;Short Sleeves
/content/drive/My Drive/iMaterialist2000/58f6e9b62fda895835663b6e-large.jpg,Female;Knit;Turtlenecks;Long Sleeved
/content/drive/My Drive/iMaterialist2000/575d309751127360dac58d9a-large.jpg,Crop Tops;Female;Round Neck;Short Sleeves
/content/drive/My Drive/iMaterialist2000/55f776c0cffa7b10b51a16ce-large.jpg,Hoodies & Sweatshirts;Female;Knit;Polyester;Round Neck;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/59fc2771a2ef55442a4d6074-large.jpg,Hoodies & Sweatshirts;Male;Turtlenecks;Quilted;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/54bd003ed7df3c093bf49a5b-large.jpg,Blouses;Blue;Green;Pink;Black;White;Purple;Yellow;Red;Female;Chiffon;Lace;Round Neck;Crochet;Long Sleeved;Embroidered
/content/drive/My Drive/iMaterialist2000/5793556c97395277f8cc7a37-large.jpg,Casual Dresses;Female;Chiffon;V-Necks;Leopard And Cheetah;Sleeveless;Summer
/content/drive/My Drive/iMaterialist2000/58c75e7b09ecce5b8775aebc-large.jpg,Skirts;Female;Sleeveless;Vintage Retro
/content/drive/My Drive/iMaterialist2000/5212c3553deaf7130b104cbc-large.jpg,Casual Dresses;Female;Chiffon;Round Neck;Sleeveless;Pleated
/content/drive/My Drive/iMaterialist2000/593bda9edda5f1651312a924-large.jpg,Skirts;Female;Lace;V-Necks;Long Sleeved;Vintage Retro
/content/drive/My Drive/iMaterialist2000/5441ceb161b00a1287ece120-large.jpg,Tank Tops;Red;Neutral;Cotton;Racerback;Paisley;Sleeveless;Printed
/content/drive/My Drive/iMaterialist2000/544f688f8ee66a0df750faab-large.jpg,Skirts;White;Female;Round Neck;Polka Dot;Short Sleeves;Pleated
/content/drive/My Drive/iMaterialist2000/56139644ae8c9377f6150234-large.jpg,Party Dresses;Female;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/545c62f73a5f700ed41554f3-large.jpg,Tank Tops;Female;Spandex;Polyester;Racerback;Galaxy;Sleeveless;Printed
/content/drive/My Drive/iMaterialist2000/57fd146c6066b246ddde8e3a-large.jpg,Hoodies & Sweatshirts;Male;Round Neck;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/56c1a9d6879a3e2a3b5a8b74-large.jpg,Tank Tops;White;Female;Spandex;Round Neck;Sleeveless
/content/drive/My Drive/iMaterialist2000/539dac7c6370e74fb127788e-large.jpg,T-Shirts;Male;Cotton;Round Neck;Short Sleeves;Printed
/content/drive/My Drive/iMaterialist2000/520e21461c238843cc324250-large.jpg,Blouses;Female;Chiffon;Round Neck;Ruffles;Sleeveless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/58c263d6b02aad5299d9ce2c-large.jpg,Pullover Sweaters;Male;Collared;Long Sleeved
/content/drive/My Drive/iMaterialist2000/562e443737c4472cc5b37314-large.jpg,Jackets;Green;Black;Male;Leather;Collared;Quilted;Long Sleeved
/content/drive/My Drive/iMaterialist2000/56dee4afa835081ad2cd8694-large.jpg,Female;Round Neck;Camouflage;Long Sleeved;Tunic
/content/drive/My Drive/iMaterialist2000/55cd12f5b9dc3442190873f3-large.jpg,Shorts;Female;Floral;Pleated
/content/drive/My Drive/iMaterialist2000/549847c4653d5121b25417db-large.jpg,Party Dresses;Blue;Black;White;Female;V-Necks;Sequins;Sleeveless;Pleated
/content/drive/My Drive/iMaterialist2000/57bc64d99fcbad25d96a1085-large.jpg,Swimsuits;Green;Black;Female;Chiffon;Nylon
/content/drive/My Drive/iMaterialist2000/5656c216e104624ca8193d76-large.jpg,Casual Dresses;Blue;Yellow;Red;Female;V-Necks;Ruched;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/57a32995104e125ec6a749d9-large.jpg,Casual Dresses;Orange;Female;Round Neck;Long Sleeved;Wrap
/content/drive/My Drive/iMaterialist2000/51e20f357d41a2373e938f25-large.jpg,Pink;Female;Fleece;Turtlenecks;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/53b390f20b0a0c0fedef4132-large.jpg,T-Shirts;Neutral;Round Neck;Short Sleeves;Printed
/content/drive/My Drive/iMaterialist2000/53820af30a25511e0bbeeff3-large.jpg,Harem Pants;Black;Male;Lace
/content/drive/My Drive/iMaterialist2000/55d2a8c6cb9f4210545c6df5-large.jpg,Dresses;Black;Female;Round Neck;Fringe;Long Sleeved;Tunic
/content/drive/My Drive/iMaterialist2000/5461ddb61280fa4dba43c497-large.jpg,Clubbing Dresses;Female;Polyester;Off The Shoulder;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/54c1a9ba39b8c07edb26b912-large.jpg,Formal Dresses;Female;Chiffon;Sweetheart Neckline;Sleeveless;Pleated
/content/drive/My Drive/iMaterialist2000/56d0f592d0fd6c3a6b07d9f2-large.jpg,Party Dresses;Black;Red;Female;Polyester;Sweetheart Neckline;Strapless;Bodycon
/content/drive/My Drive/iMaterialist2000/57013ac639f33755cb3a735b-large.jpg,Sweatpants;Male;Cotton
/content/drive/My Drive/iMaterialist2000/574ed982a148fd60a48cee46-large.jpg,Dresses;Neutral;Collared;Long Sleeved
/content/drive/My Drive/iMaterialist2000/538557156fa88c2a54c558dc-large.jpg,Dresses;Black;Female;V-Necks;Sleeveless
/content/drive/My Drive/iMaterialist2000/5478b19e3dabbe37ab57e5f4-large.jpg,Neutral;V-Necks;Checkered;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/59a8dd46f1bab76b669e68b4-large.jpg,Uniforms;Female;Spandex;Nylon
/content/drive/My Drive/iMaterialist2000/53cf4db1bd71820f320b19ff-large.jpg,Costumes & Cosplay;Female;Velvet;Round Neck;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/5690b37b76cd145bd3e2813b-large.jpg,Swim Trunks;Male
/content/drive/My Drive/iMaterialist2000/59a13adf2ab5c253c67a27c6-large.jpg,Capes & Capelets;Blue;Black;Neutral
/content/drive/My Drive/iMaterialist2000/56989303e7c9827e0952c4ce-large.jpg,Green;Black;Male;Cotton;Polyester;Round Neck;Stripes;Long Sleeved
/content/drive/My Drive/iMaterialist2000/5508dfd204136a5a94e119d4-large.jpg,Wedding Dresses;White;Female;Sweetheart Neckline;Sleeveless;Rhinestone Studded
/content/drive/My Drive/iMaterialist2000/548298dc653d51239ef7c46b-large.jpg,Pullover Sweaters;Beige;Yellow;Red;Female;Knit;Round Neck;Long Sleeved
/content/drive/My Drive/iMaterialist2000/5a1bdc5a227c62072e89d428-large.jpg,Jumpsuits Overalls & Rompers;Black;Red;Female;Off The Shoulder;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/56124cf6bc1ecd10f70eb24b-large.jpg,Vests;Female;V-Necks;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/578d96761b6efd668f8f00ef-large.jpg,Party Dresses;Black;Female;Chiffon;Round Neck;Chevron;Sleeveless;Summer
/content/drive/My Drive/iMaterialist2000/5714959b237a135d4e8672f1-large.jpg,Casual Dresses;Female;Chiffon;Backless Dresses;Sleeveless;Summer
/content/drive/My Drive/iMaterialist2000/588f840bf3a26359e61f0b8b-large.jpg,T-Shirts;White;Male;Cotton;Round Neck;Short Sleeves
/content/drive/My Drive/iMaterialist2000/580dc328463e807b76f8bf6a-large.jpg,Jackets;Male;Leather;Collared;Quilted;Long Sleeved
/content/drive/My Drive/iMaterialist2000/53f6fa73104dae7a84a969e9-large.jpg,Male;Knit;Collared;Long Sleeved
/content/drive/My Drive/iMaterialist2000/577f1394205f6b096b0343c7-large.jpg,Cardigans;Female;Chiffon;Collared;Floral;Long Sleeved
/content/drive/My Drive/iMaterialist2000/566686605f207b211eb15d45-large.jpg,Casual Dresses;White;Female;Cotton;Lace;Round Neck;Floral;Short Sleeves;Tunic
